lastYearRptDt,lastYearEPS,time,symbol,name,marketCap,fiscalQuarterEnding,epsForecast,noOfEsts,epsForecast_num,lastYearEPS_num,noOfEsts_num,queryDate
11/12/2024,$2.78,time-not-supplied,EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor),"$1,538,707,532",Sep/2025,,N/A,,2.78,,2025-11-11
11/12/2024,($0.28),time-not-supplied,TERN,"Terns Pharmaceuticals, Inc.","$1,525,317,567",Sep/2025,($0.30),4,,,4.0,2025-11-11
11/12/2024,($1.70),time-not-supplied,BHVN,Biohaven Ltd.,"$1,475,745,348",Sep/2025,($1.90),10,,,10.0,2025-11-11
N/A,N/A,time-not-supplied,MAZE,"Maze Therapeutics, Inc.","$1,421,645,659",Sep/2025,($0.74),2,,,2.0,2025-11-11
11/12/2024,$0.18,time-not-supplied,AZTA,"Azenta, Inc.","$1,383,442,991",Sep/2025,$0.21,1,0.21,0.18,1.0,2025-11-11
11/12/2024,($0.15),time-not-supplied,ONDS,Ondas Holdings Inc.,"$1,306,222,315",Sep/2025,($0.05),3,,,3.0,2025-11-11
11/12/2024,($5.02),time-not-supplied,ZBIO,"Zenas BioPharma, Inc.","$1,261,203,874",Sep/2025,($0.87),3,,,3.0,2025-11-11
11/12/2024,($0.49),time-not-supplied,ORIC,"Oric Pharmaceuticals, Inc.","$1,194,612,740",Sep/2025,($0.41),4,,,4.0,2025-11-11
11/12/2024,$1.65,time-not-supplied,CVAC,CureVac N.V.,"$1,188,992,762",Sep/2025,($0.17),1,,1.65,1.0,2025-11-11
N/A,N/A,time-after-hours,BRCB,"Black Rock Coffee Bar, Inc.","$1,179,611,099",Sep/2025,($0.24),2,,,2.0,2025-11-11
11/12/2024,($0.06),time-not-supplied,HIVE,HIVE Digital Technologies Ltd,"$1,161,459,240",Sep/2025,$0,4,0.0,,4.0,2025-11-11
N/A,$1.31,time-not-supplied,SBR,Sabine Royalty Trust,"$1,057,148,306",Sep/2025,,2,,1.31,2.0,2025-11-11
11/12/2024,($0.13),time-not-supplied,SLSR,Solaris Resources Inc.,"$1,033,228,122",Sep/2025,,N/A,,,,2025-11-11
N/A,$0.17,time-not-supplied,PBT,Permian Basin Royalty Trust,"$852,474,879",Sep/2025,,2,,0.17,2.0,2025-11-11
11/12/2024,($0.01),time-not-supplied,UAMY,United States Antimony Corporation,"$841,441,540",Sep/2025,$0.01,2,0.01,,2.0,2025-11-11
11/13/2024,($2.19),time-pre-market,PVLA,"Palvella Therapeutics, Inc.","$830,138,455",Sep/2025,($0.85),6,,,6.0,2025-11-11
11/12/2024,($0.14),time-not-supplied,PROK,ProKidney Corp.,"$823,990,891",Sep/2025,($0.12),2,,,2.0,2025-11-11
11/12/2024,($1.60),time-not-supplied,BCAX,Bicara Therapeutics Inc.,"$804,256,276",Sep/2025,($0.55),6,,,6.0,2025-11-11
N/A,$0.26,time-pre-market,IMOS,ChipMOS TECHNOLOGIES INC.,"$760,170,196",Sep/2025,,2,,0.26,2.0,2025-11-11
11/12/2024,($0.10),time-not-supplied,SKYH,Sky Harbour Group Corporation,"$741,768,970",Sep/2025,($0.10),2,,,2.0,2025-11-11
11/12/2024,($0.11),time-not-supplied,SVRA,"Savara, Inc.","$713,816,488",Sep/2025,($0.13),4,,,4.0,2025-11-11
11/12/2024,($0.68),time-not-supplied,REPL,"Replimune Group, Inc.","$700,160,939",Sep/2025,($0.87),5,,,5.0,2025-11-11
11/12/2024,($0.29),time-not-supplied,ODV,Osisko Development Corp.,"$695,371,233",Sep/2025,($0.03),1,,,1.0,2025-11-11
11/12/2024,($0.03),time-after-hours,SMWB,Similarweb Ltd.,"$687,484,252",Sep/2025,($0.05),2,,,2.0,2025-11-11
N/A,($0.04),time-not-supplied,LWLG,"Lightwave Logic, Inc.","$687,326,326",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($0.03),time-not-supplied,SLI,Standard Lithium Ltd.,"$656,912,652",Sep/2025,($0.03),2,,,2.0,2025-11-11
11/12/2024,($0.11),time-not-supplied,ERAS,"Erasca, Inc.","$655,278,021",Sep/2025,($0.11),5,,,5.0,2025-11-11
11/12/2024,$0.04,time-not-supplied,ASM,Avino Silver,"$629,150,346",Sep/2025,$0.03,1,0.03,0.04,1.0,2025-11-11
11/12/2024,($0.44),time-not-supplied,PRME,"Prime Medicine, Inc.","$578,668,191",Sep/2025,($0.28),5,,,5.0,2025-11-11
11/12/2024,($0.60),time-not-supplied,OLMA,"Olema Pharmaceuticals, Inc.","$562,801,498",Sep/2025,($0.44),5,,,5.0,2025-11-11
N/A,($0.91),time-pre-market,KALV,"KalVista Pharmaceuticals, Inc.","$543,630,428",Sep/2025,($0.96),2,,,2.0,2025-11-11
11/12/2024,$0.64,time-not-supplied,LEGH,Legacy Housing Corporation,"$538,239,794",Sep/2025,$0.57,1,0.57,0.64,1.0,2025-11-11
11/12/2024,($0.08),time-not-supplied,CMPX,"Compass Therapeutics, Inc.","$524,090,667",Sep/2025,($0.14),7,,,7.0,2025-11-11
11/12/2024,($0.03),time-not-supplied,KOPN,Kopin Corporation,"$490,045,615",Sep/2025,$0,1,0.0,,1.0,2025-11-11
11/12/2024,($0.17),time-not-supplied,NAKA,"Kindly MD, Inc.","$477,567,710",Sep/2025,($0.01),1,,,1.0,2025-11-11
11/12/2024,($3.76),time-not-supplied,RAPT,"RAPT Therapeutics, Inc.","$471,327,129",Sep/2025,($0.88),4,,,4.0,2025-11-11
N/A,N/A,time-after-hours,AII,"American Integrity Insurance Group, Inc.","$464,834,169",Sep/2025,$0.41,2,0.41,,2.0,2025-11-11
11/12/2024,($0.04),time-not-supplied,NFGC,New Found Gold Corp,"$460,146,378",Sep/2025,($0.03),1,,,1.0,2025-11-11
11/12/2024,$0.05,time-pre-market,DAVA,Endava plc,"$459,611,521",Sep/2025,$0.08,4,0.08,0.05,4.0,2025-11-11
11/12/2024,($0.45),time-not-supplied,NMRA,"Neumora Therapeutics, Inc.","$451,827,741",Sep/2025,($0.34),4,,,4.0,2025-11-11
N/A,($0.39),time-not-supplied,SOHU,Sohu.com Limited ,"$445,569,228",Sep/2025,,2,,,2.0,2025-11-11
10/22/2024,$0.43,time-not-supplied,PGC,Peapack-Gladstone Financial Corporation,"$436,976,142",Sep/2025,$0.59,3,0.59,0.43,3.0,2025-11-11
N/A,$2.45,time-not-supplied,GRVY,"GRAVITY Co., Ltd.","$402,549,777",Sep/2025,,2,,2.45,2.0,2025-11-11
N/A,($0.05),time-not-supplied,BOC,Boston Omaha Corporation,"$395,369,665",Sep/2025,,2,,,2.0,2025-11-11
11/14/2024,($0.06),time-after-hours,HYLN,Hyliion Holdings Corp.,"$366,662,569",Sep/2025,($0.08),1,,,1.0,2025-11-11
11/12/2024,($0.42),time-not-supplied,AURA,"Aura Biosciences, Inc.","$352,840,879",Sep/2025,($0.46),3,,,3.0,2025-11-11
N/A,$0.21,time-not-supplied,EVI,"EVI Industries, Inc.","$352,486,247",Sep/2025,,2,,0.21,2.0,2025-11-11
N/A,$0.10,time-not-supplied,NETD,Nabors Energy Transition Corp. II,"$345,805,950",Sep/2025,,2,,0.1,2.0,2025-11-11
N/A,$0.11,time-not-supplied,CUB,Lionheart Holdings,"$337,382,277",Sep/2025,,2,,0.11,2.0,2025-11-11
11/07/2024,($0.04),time-after-hours,LPTH,"LightPath Technologies, Inc.","$336,366,704",Sep/2025,($0.06),1,,,1.0,2025-11-11
N/A,N/A,time-not-supplied,VCIC,Vine Hill Capital Investment Corp.,"$334,047,500",Sep/2025,,2,,,2.0,2025-11-11
N/A,$0.25,time-not-supplied,PBFS,"Pioneer Bancorp, Inc.","$332,121,105",Sep/2025,,2,,0.25,2.0,2025-11-11
N/A,($0.07),time-after-hours,MVIS,"Microvision, Inc.","$319,022,777",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($2.26),time-not-supplied,KRRO,"Korro Bio, Inc.","$317,882,067",Sep/2025,($2.61),5,,,5.0,2025-11-11
11/12/2024,$0.04,time-pre-market,BWAY,Brainsway Ltd.,"$315,304,800",Sep/2025,$0.11,2,0.11,0.04,2.0,2025-11-11
11/12/2024,($0.62),time-not-supplied,ANRO,"Alto Neuroscience, Inc.","$304,070,544",Sep/2025,($0.66),5,,,5.0,2025-11-11
11/12/2024,($19.65),time-not-supplied,JBIO,"Jade Biosciences, Inc.","$293,640,570",Sep/2025,($0.57),3,,,3.0,2025-11-11
11/12/2024,($0.02),time-not-supplied,MREO,Mereo BioPharma Group plc,"$276,159,180",Sep/2025,$0,3,0.0,,3.0,2025-11-11
11/12/2024,($0.32),time-not-supplied,ELDN,"Eledon Pharmaceuticals, Inc.","$249,108,184",Sep/2025,($0.22),4,,,4.0,2025-11-11
11/11/2024,($0.08),time-after-hours,STXS,"Stereotaxis, Inc.","$244,765,176",Sep/2025,($0.05),2,,,2.0,2025-11-11
11/12/2024,($1.14),time-not-supplied,SLND,"Southland Holdings, Inc.","$242,426,401",Sep/2025,($0.21),1,,,1.0,2025-11-11
11/12/2024,($0.16),time-not-supplied,VYGR,"Voyager Therapeutics, Inc.","$230,750,233",Sep/2025,($0.53),6,,,6.0,2025-11-11
N/A,N/A,time-after-hours,SI,"Shoulder Innovations, Inc.","$227,420,753",Sep/2025,($0.37),2,,,2.0,2025-11-11
N/A,N/A,time-not-supplied,SRG,Seritage Growth Properties,"$226,988,166",Sep/2025,,2,,,2.0,2025-11-11
N/A,$0.04,time-pre-market,SLSN,"Solesence, Inc.","$223,427,766",Sep/2025,,2,,0.04,2.0,2025-11-11
11/12/2024,($0.12),time-not-supplied,DERM,Journey Medical Corporation,"$219,403,674",Sep/2025,($0.08),1,,,1.0,2025-11-11
11/13/2024,$0.15,time-pre-market,CRNT,Ceragon Networks Ltd.,"$214,990,571",Sep/2025,$0.04,2,0.04,0.15,2.0,2025-11-11
11/12/2024,($0.41),time-not-supplied,OBIO,"Orchestra BioMed Holdings, Inc.","$201,792,018",Sep/2025,($0.38),3,,,3.0,2025-11-11
11/08/2024,$0.03,time-after-hours,PAL,"Proficient Auto Logistics, Inc.","$196,746,014",Sep/2025,$0.03,4,0.03,0.03,4.0,2025-11-11
11/12/2024,$0.28,time-not-supplied,EARN,Ellington Credit Company,"$193,429,854",Sep/2025,$0.20,1,0.2,0.28,1.0,2025-11-11
N/A,N/A,time-not-supplied,SATL,Satellogic Inc.,"$179,466,149",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($0.50),time-not-supplied,TARA,"Protara Therapeutics, Inc. ","$179,212,754",Sep/2025,($0.39),3,,,3.0,2025-11-11
N/A,($3.20),time-not-supplied,KG,"Kestrel Group, Ltd.","$176,206,623",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($0.08),time-not-supplied,SKYX,SKYX Platforms Corp.,"$171,628,482",Sep/2025,($0.08),3,,,3.0,2025-11-11
11/12/2024,($0.14),time-not-supplied,MIST,Milestone Pharmaceuticals Inc.,"$156,389,440",Sep/2025,($0.17),3,,,3.0,2025-11-11
11/12/2024,$23,time-not-supplied,TNXP,Tonix Pharmaceuticals Holding Corp.,"$153,666,157",Sep/2025,($3.59),2,,23.0,2.0,2025-11-11
11/12/2024,$0.02,time-after-hours,EPM,"Evolution Petroleum Corporation, Inc.","$150,493,059",Sep/2025,$0.01,2,0.01,0.02,2.0,2025-11-11
N/A,($0.10),time-not-supplied,FRD,Friedman Industries Inc.,"$148,460,023",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,$0.11,time-not-supplied,KGEI,Kolibri Global Energy Inc.,"$148,012,883",Sep/2025,$0.13,1,0.13,0.11,1.0,2025-11-11
11/12/2024,($0.40),time-not-supplied,FATE,"Fate Therapeutics, Inc.","$137,242,339",Sep/2025,($0.28),6,,,6.0,2025-11-11
11/12/2024,($0.29),time-not-supplied,IRD,"Opus Genetics, Inc.","$130,000,479",Sep/2025,($0.14),2,,,2.0,2025-11-11
11/12/2024,($0.13),time-not-supplied,CLYM,"Climb Bio, Inc.","$127,396,508",Sep/2025,($0.16),4,,,4.0,2025-11-11
11/11/2024,($0.14),time-after-hours,QUIK,QuickLogic Corporation,"$124,844,805",Sep/2025,($0.27),1,,,1.0,2025-11-11
11/12/2024,($3.17),time-not-supplied,AGEN,Agenus Inc.,"$118,853,123",Sep/2025,$2.31,2,2.31,,2.0,2025-11-11
N/A,($99.99),time-not-supplied,VRM,"Vroom, Inc.","$118,394,186",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($0.50),time-not-supplied,ABOS,"Acumen Pharmaceuticals, Inc.","$117,512,445",Sep/2025,($0.63),2,,,2.0,2025-11-11
N/A,N/A,time-not-supplied,EXOZ,eXoZymes Inc.,"$113,227,875",Sep/2025,,2,,,2.0,2025-11-11
N/A,$0.06,time-not-supplied,SNT,Senstar Technologies Corporation,"$112,434,467",Sep/2025,,2,,0.06,2.0,2025-11-11
11/12/2024,($0.05),time-not-supplied,ATOS,"Atossa Therapeutics, Inc.","$109,550,285",Sep/2025,($0.07),2,,,2.0,2025-11-11
N/A,$0.10,time-not-supplied,SIEB,Siebert Financial Corp.,"$108,344,188",Sep/2025,,2,,0.1,2.0,2025-11-11
N/A,N/A,time-not-supplied,ZENA,"ZenaTech, Inc.","$106,849,710",Sep/2025,,2,,,2.0,2025-11-11
11/06/2024,($0.41),time-after-hours,BYND,"Beyond Meat, Inc.","$101,939,341",Sep/2025,($0.41),1,,,1.0,2025-11-11
N/A,$0.46,time-not-supplied,FONR,Fonar Corporation,"$97,935,664",Sep/2025,,2,,0.46,2.0,2025-11-11
11/12/2024,($0.09),time-not-supplied,ONCY,Oncolytics Biotech Inc.,"$96,838,442",Sep/2025,($0.12),1,,,1.0,2025-11-11
N/A,($0.04),time-pre-market,XTNT,"Xtant Medical Holdings, Inc.","$96,694,266",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($0.24),time-not-supplied,IMMX,"Immix Biopharma, Inc.","$96,017,590",Sep/2025,($0.19),1,,,1.0,2025-11-11
11/12/2024,($0.47),time-not-supplied,GAUZ,Gauzy Ltd.,"$95,623,226",Sep/2025,($0.24),1,,,1.0,2025-11-11
11/12/2024,($0.56),time-not-supplied,ZNTL,"Zentalis Pharmaceuticals, Inc.","$95,218,798",Sep/2025,($0.49),6,,,6.0,2025-11-11
11/12/2024,($0.20),time-not-supplied,OVID,Ovid Therapeutics Inc.,"$94,575,654",Sep/2025,($0.15),6,,,6.0,2025-11-11
11/12/2024,$0.01,time-not-supplied,GENK,"GEN Restaurant Group, Inc.","$94,186,335",Sep/2025,($0.03),1,,0.01,1.0,2025-11-11
N/A,N/A,time-not-supplied,SND,"Smart Sand, Inc.","$93,216,737",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,N/A,time-not-supplied,YTRA,"Yatra Online, Inc.","$91,842,510",Sep/2025,$0,1,0.0,,1.0,2025-11-11
11/12/2024,($0.02),time-not-supplied,FURY,Fury Gold Mines Limited,"$91,295,406",Sep/2025,,N/A,,,,2025-11-11
11/12/2024,($0.92),time-not-supplied,KLRS,"Kalaris Therapeutics, Inc. ","$88,088,389",Sep/2025,($0.66),4,,,4.0,2025-11-11
11/12/2024,($0.92),time-not-supplied,ARTV,"Artiva Biotherapeutics, Inc.","$87,688,486",Sep/2025,($0.92),3,,,3.0,2025-11-11
N/A,($0.20),time-not-supplied,THCH,TH International Limited,"$87,430,621",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($2.93),time-not-supplied,ATRA,"Atara Biotherapeutics, Inc.","$86,313,063",Sep/2025,($0.83),1,,,1.0,2025-11-11
N/A,$0.10,time-not-supplied,LFT,"Lument Finance Trust, Inc.","$80,081,800",Sep/2025,,2,,0.1,2.0,2025-11-11
N/A,($0.02),time-not-supplied,PZG,Paramount Gold Nevada Corp.,"$79,894,323",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($0.88),time-not-supplied,VTVT,vTv Therapeutics Inc.,"$79,608,535",Sep/2025,($0.97),1,,,1.0,2025-11-11
N/A,($0.04),time-not-supplied,XBP,"XBP Global Holdings, Inc.","$73,224,202",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($0.16),time-not-supplied,LGO,Largo Inc.,"$72,093,649",Sep/2025,,N/A,,,,2025-11-11
N/A,$0.25,time-not-supplied,CPBI,"Central Plains Bancshares, Inc.","$68,186,369",Sep/2025,,2,,0.25,2.0,2025-11-11
N/A,($0.01),time-not-supplied,TORO,Toro Corp.,"$67,974,117",Sep/2025,,2,,,2.0,2025-11-11
N/A,$0.01,time-not-supplied,HOUR,"Hour Loop, Inc.","$66,122,542",Sep/2025,,2,,0.01,2.0,2025-11-11
11/12/2024,($0.55),time-not-supplied,CRVO,CervoMed Inc.,"$64,954,087",Sep/2025,($0.68),3,,,3.0,2025-11-11
N/A,$0.09,time-not-supplied,WFCF,"Where Food Comes From, Inc.","$64,808,927",Sep/2025,,2,,0.09,2.0,2025-11-11
11/12/2024,($0.25),time-not-supplied,TCRX,"TScan Therapeutics, Inc.","$63,557,752",Sep/2025,($0.35),5,,,5.0,2025-11-11
N/A,($1.20),time-not-supplied,LITS,"Lite Strategy, Inc.","$62,753,073",Sep/2025,,2,,,2.0,2025-11-11
N/A,($0.18),time-not-supplied,DWSN,Dawson Geophysical Company,"$62,406,080",Sep/2025,,2,,,2.0,2025-11-11
N/A,($0.04),time-not-supplied,AAME,Atlantic American Corporation,"$60,171,823",Sep/2025,,2,,,2.0,2025-11-11
N/A,$0.91,time-not-supplied,AIRT,"Air T, Inc.","$59,620,216",Sep/2025,,2,,0.91,2.0,2025-11-11
11/12/2024,($0.48),time-not-supplied,GUTS,"Fractyl Health, Inc.","$56,323,696",Sep/2025,($0.34),3,,,3.0,2025-11-11
11/12/2024,($0.36),time-not-supplied,IOBT,"IO Biotech, Inc.","$55,254,323",Sep/2025,($0.31),3,,,3.0,2025-11-11
N/A,$0.03,time-not-supplied,KBSX,FST Corp.,"$55,114,096",Sep/2025,,2,,0.03,2.0,2025-11-11
N/A,($1.20),time-pre-market,GGR,Gogoro Inc.,"$54,953,360",Sep/2025,,2,,,2.0,2025-11-11
11/06/2024,($0.02),time-after-hours,MDAI,"Spectral AI, Inc.","$52,660,046",Sep/2025,($0.08),3,,,3.0,2025-11-11
N/A,$0.02,time-not-supplied,SYPR,"Sypris Solutions, Inc.","$48,063,547",Sep/2025,,2,,0.02,2.0,2025-11-11
N/A,($1.33),time-after-hours,SPRU,Spruce Power Holding Corporation,"$47,617,763",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($0.22),time-not-supplied,MSAI,"MultiSensor AI Holdings, Inc.","$46,329,810",Sep/2025,($0.09),1,,,1.0,2025-11-11
11/12/2024,($0.20),time-not-supplied,TELO,"Telomir Pharmaceuticals, Inc.","$45,516,168",Sep/2025,($0.07),1,,,1.0,2025-11-11
11/12/2024,($2.78),time-not-supplied,KZR,"Kezar Life Sciences, Inc.","$44,597,716",Sep/2025,($1.81),2,,,2.0,2025-11-11
11/12/2024,($4.25),time-not-supplied,FGEN,"FibroGen, Inc","$44,482,889",Sep/2025,($4.01),2,,,2.0,2025-11-11
11/12/2024,$0.13,time-not-supplied,SER,"Serina Therapeutics, Inc.","$44,354,294",Sep/2025,($0.47),1,,0.13,1.0,2025-11-11
11/12/2024,($0.05),time-not-supplied,AIRE,reAlpha Tech Corp.,"$43,630,040",Sep/2025,($0.05),1,,,1.0,2025-11-11
11/12/2024,($5.33),time-not-supplied,TPST,"Tempest Therapeutics, Inc.","$40,494,268",Sep/2025,($3.27),1,,,1.0,2025-11-11
N/A,$0.16,time-not-supplied,ICMB,"Investcorp Credit Management BDC, Inc.","$39,830,118",Sep/2025,,2,,0.16,2.0,2025-11-11
11/19/2024,($0.13),time-not-supplied,STRR,"Star Equity Holdings, Inc.","$38,145,923",Sep/2025,$0.32,1,0.32,,1.0,2025-11-11
11/12/2024,($0.08),time-not-supplied,USEG,U.S. Energy Corp.,"$38,106,375",Sep/2025,($0.09),1,,,1.0,2025-11-11
N/A,($0.19),time-not-supplied,OMCC,Old Market Capital Corporation,"$37,820,300",Sep/2025,,2,,,2.0,2025-11-11
11/07/2024,($0.40),time-after-hours,FTHM,Fathom Holdings Inc.,"$36,872,730",Sep/2025,($0.13),1,,,1.0,2025-11-11
11/12/2024,($0.11),time-not-supplied,MAIA,"MAIA Biotechnology, Inc.","$36,292,542",Sep/2025,($0.19),1,,,1.0,2025-11-11
11/12/2024,($0.35),time-after-hours,INTZ,Intrusion Inc.,"$35,422,077",Sep/2025,($0.10),2,,,2.0,2025-11-11
11/12/2024,($0.02),time-not-supplied,IGC,"IGC Pharma, Inc.","$35,333,825",Sep/2025,($0.02),1,,,1.0,2025-11-11
N/A,($0.83),time-not-supplied,MDBH,"MDB Capital Holdings, LLC","$35,060,057",Sep/2025,,2,,,2.0,2025-11-11
11/07/2024,$0.11,time-pre-market,ACCS,ACCESS Newswire Inc.,"$34,867,794",Sep/2025,$0.10,1,0.1,0.11,1.0,2025-11-11
11/12/2024,($1.68),time-after-hours,PXLW,"Pixelworks, Inc.","$32,865,553",Sep/2025,$1,1,1.0,,1.0,2025-11-11
N/A,N/A,time-not-supplied,KFFB,Kentucky First Federal Bancorp,"$32,185,126",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($0.46),time-not-supplied,IBIO,"iBio, Inc.","$30,071,593",Sep/2025,($0.07),3,,,3.0,2025-11-11
11/12/2024,($0.14),time-not-supplied,MIRA,"MIRA Pharmaceuticals, Inc.","$29,938,825",Sep/2025,,N/A,,,,2025-11-11
N/A,$0.14,time-not-supplied,CRWS,"Crown Crafts, Inc.","$29,793,331",Sep/2025,,2,,0.14,2.0,2025-11-11
N/A,N/A,time-not-supplied,NOEM,CO2 Energy Transition Corp.,"$29,604,234",Sep/2025,,2,,,2.0,2025-11-11
N/A,($1.08),time-not-supplied,PLUR,Pluri Inc.,"$28,872,056",Sep/2025,,2,,,2.0,2025-11-11
N/A,($0.06),time-not-supplied,TRT,Trio-Tech International,"$28,680,153",Sep/2025,,2,,,2.0,2025-11-11
N/A,($0.22),time-not-supplied,FENG,Phoenix New Media Limited,"$27,144,354",Sep/2025,,2,,,2.0,2025-11-11
N/A,($0.25),time-pre-market,NRXS,"Neuraxis, Inc.","$25,041,139",Sep/2025,,2,,,2.0,2025-11-11
N/A,($4.58),time-not-supplied,TAOX,Tao Synergies Inc.,"$24,584,386",Sep/2025,,2,,,2.0,2025-11-11
N/A,($0.02),time-not-supplied,TLF,"Tandy Leather Factory, Inc.","$24,283,181",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($0.24),time-not-supplied,FEMY,Femasys Inc.,"$22,265,291",Sep/2025,,N/A,,,,2025-11-11
N/A,($0.07),time-after-hours,ROLR,"High Roller Technologies, Inc.","$21,884,009",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($1.50),time-not-supplied,CLSD,"Clearside Biomedical, Inc.","$19,365,878",Sep/2025,($0.67),2,,,2.0,2025-11-11
N/A,N/A,time-not-supplied,EHLD,Euroholdings Ltd.,"$19,152,982",Sep/2025,,2,,,2.0,2025-11-11
N/A,($0.01),time-not-supplied,SYBX,"Synlogic, Inc.","$18,718,270",Sep/2025,,2,,,2.0,2025-11-11
N/A,($0.44),time-not-supplied,LIXT,"Lixte Biotechnology Holdings, Inc.","$18,701,588",Sep/2025,,2,,,2.0,2025-11-11
N/A,($1.31),time-not-supplied,BATL,Battalion Oil Corporation,"$18,102,219",Sep/2025,,2,,,2.0,2025-11-11
N/A,($0.16),time-not-supplied,IPM,Intelligent Protection Management Corp. ,"$17,827,385",Sep/2025,,2,,,2.0,2025-11-11
N/A,($0.11),time-after-hours,NXGL,"NexGel, Inc","$17,749,483",Sep/2025,,2,,,2.0,2025-11-11
N/A,($0.12),time-after-hours,IRIX,IRIDEX Corporation,"$17,671,943",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($0.31),time-not-supplied,HOTH,"Hoth Therapeutics, Inc.","$17,501,916",Sep/2025,,N/A,,,,2025-11-11
N/A,N/A,time-not-supplied,MDRR,"Medalist Diversified REIT, Inc.","$17,501,833",Sep/2025,,2,,,2.0,2025-11-11
N/A,($0.17),time-not-supplied,MTEX,"Mannatech, Incorporated","$17,013,324",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($2.32),time-not-supplied,PALI,"Palisade Bio, Inc.","$16,779,240",Sep/2025,($0.32),1,,,1.0,2025-11-11
N/A,($0.32),time-not-supplied,CXAI,CXApp Inc.,"$15,071,199",Sep/2025,,2,,,2.0,2025-11-11
N/A,($0.17),time-not-supplied,WVVI,"Willamette Valley Vineyards, Inc.","$14,943,232",Sep/2025,,2,,,2.0,2025-11-11
N/A,($0.06),time-not-supplied,EFOI,"Energy Focus, Inc.","$14,891,633",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($0.91),time-not-supplied,GOVX,"GeoVax Labs, Inc.","$13,800,691",Sep/2025,($0.24),1,,,1.0,2025-11-11
N/A,($0.05),time-not-supplied,TXMD,"TherapeuticsMD, Inc.","$13,542,004",Sep/2025,,2,,,2.0,2025-11-11
N/A,($73.76),time-not-supplied,ERNA,Ernexa Therapeutics Inc.,"$12,887,094",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($0.13),time-not-supplied,BRTX,"BioRestorative Therapies, Inc.","$11,648,051",Sep/2025,($0.38),1,,,1.0,2025-11-11
11/12/2024,($0.06),time-not-supplied,VRME,"VerifyMe, Inc.","$11,457,312",Sep/2025,($0.04),1,,,1.0,2025-11-11
11/12/2024,($15.02),time-not-supplied,WATT,Energous Corporation,"$10,303,942",Sep/2025,,N/A,,,,2025-11-11
11/12/2024,$8,time-not-supplied,BOLT,"Bolt Biotherapeutics, Inc.","$9,673,983",Sep/2025,($5.07),3,,8.0,3.0,2025-11-11
N/A,($0.29),time-not-supplied,CENN,Cenntro Inc.,"$9,474,092",Sep/2025,,2,,,2.0,2025-11-11
N/A,$0.12,time-not-supplied,MARPS,Marine Petroleum Trust,"$9,180,000",Sep/2025,,2,,0.12,2.0,2025-11-11
11/12/2024,$9,time-not-supplied,LYRA,"Lyra Therapeutics, Inc.","$8,954,052",Sep/2025,($5.97),2,,9.0,2.0,2025-11-11
11/12/2024,($6.95),time-not-supplied,SINT,"SiNtx Technologies, Inc.","$8,855,957",Sep/2025,($0.55),1,,,1.0,2025-11-11
N/A,($1.50),time-not-supplied,CVR,Chicago Rivet & Machine Co.,"$8,793,733",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($0.35),time-not-supplied,LFWD,Lifeward Ltd.,"$8,692,508",Sep/2025,($0.14),1,,,1.0,2025-11-11
N/A,($0.86),time-not-supplied,SMTK,"SmartKem, Inc.","$8,407,307",Sep/2025,,2,,,2.0,2025-11-11
N/A,($1.82),time-not-supplied,ALBT,Avalon GloboCare Corp.,"$7,516,814",Sep/2025,,2,,,2.0,2025-11-11
11/12/2024,($4.50),time-not-supplied,INAB,"IN8bio, Inc.","$7,490,533",Sep/2025,($1.20),1,,,1.0,2025-11-11
N/A,($0.99),time-not-supplied,LUCY,"Innovative Eyewear, Inc.","$7,182,125",Sep/2025,,2,,,2.0,2025-11-11
N/A,($38.43),time-not-supplied,KITT,"Nauticus Robotics, Inc.","$6,856,751",Sep/2025,,2,,,2.0,2025-11-11
N/A,$0.20,time-not-supplied,SHFS,"SHF Holdings, Inc.","$6,794,177",Sep/2025,,2,,0.2,2.0,2025-11-11
N/A,($0.40),time-not-supplied,SRXH,"SRX Health Solutions, Inc.","$6,660,774",Sep/2025,,2,,,2.0,2025-11-11
N/A,($0.02),time-not-supplied,IBO,"Impact BioMedical, Inc.","$6,493,606",Sep/2025,,2,,,2.0,2025-11-11
